TIMESTAMP,WindDir_SD1_WVT,WindDir_SD1_WVT_Linear_fit
2019-06-30,0.021637092463923036,0.02282478336569449
2019-07-31,0.020804771505376345,0.02190785314198007
2019-08-31,0.021616599462365594,0.020990922918265542
2019-09-30,0.02385486111111111,0.020103571088864514
2019-10-31,0.018683131720430107,0.019186640865150095
2019-11-30,0.017443055555555555,0.018299289035748956
2019-12-31,0.016717405913978495,0.017382358812034537
2020-01-31,0.017253024193548388,0.01646542858832012
2020-02-29,0.01644647988505747,0.01560765515323237
2020-03-31,0.01137869623655914,0.014690724929517951
2020-04-30,0.015201041666666668,0.013803373100116922
2020-05-31,0.013112884160756502,0.012886442876402504
