DateTime,WindDir_SD1_WVT,WindDir_SD1_WVT_Linear_fit
2019-06-30,0.023057736720554275,0.016571884507878942
2019-07-31,0.01756149193548387,0.01540228730803872
2019-08-31,0.0103622311827957,0.014232690108198609
2019-09-30,0.015241666666666667,0.013100821850288713
2019-10-31,0.007505712365591398,0.011931224650448602
2019-11-30,0.005051736111111111,0.010799356392538706
2019-12-31,0.008217069892473118,0.009629759192698595
2020-01-31,0.005516801075268817,0.008460161992858373
2020-02-29,0.009065014367816092,0.007366022676878914
2020-03-31,0.006535954301075269,0.006196425477038692
2020-04-30,0.007923958333333333,0.005064557219128907
2020-05-31,0.006610778443113772,0.0038949600192886846
